ChangeID,AssumedMilestone,Level,DateOpened,DateValidated,DateClosed,TargetClosureDate,Status,SystemsImpacted,Reason,PotentialConsequences
C10840,M2,2,2023-12-18,2024-01-16,2024-07-14,2024-04-21,Closed,"BSG, KLM, WXY",Scope Clarification,Documentary Only
C10841,M2,3,2023-08-05,2023-08-06,2023-09-05,2023-09-16,Closed,"NOP, QRS",Calculation Revision,Documentary Only
C10842,M2,3,2023-07-13,2023-08-12,2024-01-07,2023-08-24,Closed,"DEG/H, CDE",Design Optimization,Documentary Only
C10843,M4,3,2025-09-26,2025-10-06,,2025-11-07,Validated,ABB,Vendor Deviation,Procedure Update Only
C10844,M3,3,2024-03-24,2024-03-27,2024-03-31,2024-05-05,Closed,YZA,Constructability Improvement,Calculation Revision Only
C10845,M3,3,2024-07-12,2024-07-26,2024-08-22,2024-09-10,Closed,"VWX, KLM",Design Optimization,Construction Rework Required
C10846,M1,3,2023-10-07,2023-10-27,2024-04-20,2023-11-18,Closed,"DEG, ABB",Interface Misalignment,Documentary Only
C10847,M4,3,2025-03-10,2025-03-14,2025-07-06,2025-04-21,Closed,BSG,Design Optimization,Documentary Only
C10848,M4,3,2025-12-07,2025-12-14,,2026-02-05,Validated,"TUV, DEH, IJK",Scope Clarification,Equipment Replacement Required
C10849,M3,3,2024-03-04,2024-03-21,2024-04-14,2024-04-15,Closed,ABD,Clash Detection Resolution,Procedure Update Only
C10850,M3,3,2024-04-18,2024-04-21,2024-04-22,2024-05-30,Closed,"PQR, NOP, XYB, ABC",Regulatory Compliance Update,Documentary Only
C10851,M4,3,2025-05-13,2025-05-28,2025-05-31,2025-07-12,Closed,PQR,Vendor Deviation,Safety Impact
C10852,M2,3,2023-10-10,2023-10-12,2023-10-16,2023-11-21,Closed,"QRS, ABD, DEH",Interface Misalignment,Calculation Revision Only
C10853,M2,3,2023-04-09,2023-04-15,2023-04-20,2023-06-08,Closed,PQR,Client Requirement Change,Schedule Impact
C10854,M1,3,2023-10-04,2023-11-03,2024-04-05,2023-12-03,Closed,"CDE, XYA",Interface Misalignment,Design Impact
C10855,M3,3,2024-11-20,2024-11-26,2024-12-20,2025-01-01,Closed,GHP,Drawing Update,Specification Clarification
C10856,M3,3,2024-02-21,2024-02-22,2024-09-05,2024-04-03,Closed,"XYZ, ABB, ZAB",Drawing Update,Documentary Only
C10857,M1,3,2023-08-05,2023-08-12,2023-08-16,2023-09-16,Closed,XYA,Site Condition Variation,Documentary Only
C10858,M2,3,2023-06-02,2023-06-18,2023-06-19,2023-07-14,Closed,"ABD, VWX, WXY",Site Condition Variation,Documentary Only
C10859,M3,3,2024-11-21,2024-11-22,2024-12-10,2025-01-02,Closed,ZAB,Site Condition Variation,Specification Clarification
C10860,M4,3,2025-09-29,2025-10-17,2025-12-24,2025-11-28,Closed,LMO,Design Optimization,Design Impact
C10861,M1,3,2023-01-05,2023-01-10,2023-01-11,2023-02-16,Closed,XYA,Vendor Deviation,Documentary Only
C10862,M3,2,2024-03-29,2024-04-13,2024-09-20,2024-09-25,Closed,"WXY, DEG, VWX, XYA",Procurement Specification Change,Cost Impact
C10863,M1,2,2023-02-24,2023-03-24,2023-06-13,2023-06-29,Closed,"GHP, FGH",Site Condition Variation,Documentary Only
C10864,M1,3,2023-09-27,2023-09-28,2023-10-01,2023-11-08,Closed,KLM,Regulatory Compliance Update,Documentary Only
C10865,M1,3,2023-06-20,2023-06-29,2023-07-02,2023-08-01,Closed,DEH,Late Engineering Input,Documentary Only
C10866,M1,3,2023-11-22,2023-11-23,2023-11-24,2024-01-03,Closed,DEF,Site Condition Variation,Documentary Only
C10867,M1,3,2023-04-13,2023-04-21,2023-04-27,2023-05-25,Closed,"XYA, ABB, STU",Scope Clarification,Documentary Only
C10868,M2,3,2023-12-09,2023-12-13,2023-12-16,2024-01-20,Closed,"VWX, CDE",Drawing Update,Documentary Only
C10869,M4,3,2025-11-01,2025-11-25,2025-12-28,2025-12-31,Closed,TUV,Design Optimization,Equipment Replacement Required
C10870,M3,3,2024-05-09,2024-05-13,2024-09-14,2024-06-20,Closed,LMN,Material Availability Issue,Drawing Update Only
C10871,M2,3,2023-09-12,2023-09-13,2023-09-15,2023-10-24,Closed,NOP,Client Requirement Change,Calculation Revision Only
C10872,M4,3,2025-01-20,2025-02-03,2025-02-13,2025-03-03,Closed,"YZA, WXY, TUV",Safety Enhancement,Documentary Only
C10873,M3,3,2024-03-10,2024-04-06,2024-04-10,2024-04-21,Closed,ABD,Safety Enhancement,Documentary Only
C10874,M1,3,2023-01-08,2023-01-31,2023-03-06,2023-03-09,Closed,"IJK, KLM",Late Engineering Input,Equipment Replacement Required
C10875,M1,3,2023-07-25,2023-07-27,2023-07-29,2023-09-05,Closed,"PQR, ABC",Safety Enhancement,Documentary Only
C10876,M4,3,2025-08-18,2025-08-23,2025-09-08,2025-09-29,Closed,STU,Design Optimization,Documentary Only
C10877,M3,3,2024-02-29,2024-03-17,2024-05-10,2024-04-29,Closed,"TUV, XYA",Drawing Update,Safety Impact
C10878,M4,3,2025-12-06,2025-12-17,,2026-02-04,Validated,"VWX, FGH",Drawing Update,Installation Modification Required
C10879,M3,3,2024-06-24,2024-07-03,2024-07-16,2024-08-05,Closed,ZAB,Client Requirement Change,Documentary Only
C10880,M1,3,2023-06-21,2023-06-27,2023-07-09,2023-08-02,Closed,"NOP, DEH, FGH",Site Condition Variation,Calculation Revision Only
C10881,M2,3,2023-11-09,2023-11-29,2024-04-13,2024-01-08,Closed,BSG,Scope Clarification,Installation Modification Required
C10882,M3,3,2024-01-29,2024-02-10,2024-02-11,2024-03-11,Closed,IJK,Constructability Improvement,Specification Clarification
C10883,M4,3,2025-08-04,2025-08-06,2025-09-11,2025-09-15,Closed,LMO,Vendor Deviation,Documentary Only
C10884,M2,3,2023-08-10,2023-08-13,2023-08-15,2023-09-21,Closed,ZAB,Quality Non-Conformance,Procedure Update Only
C10885,M4,3,2025-05-14,2025-05-29,2025-06-18,2025-06-25,Closed,"DEF, LMN",Scope Clarification,Documentary Only
C10886,M3,3,2024-04-29,2024-05-17,2024-07-20,2024-06-28,Closed,"NOP, FGH",Site Condition Variation,Design Impact
C10887,M2,3,2023-09-27,2023-10-23,2024-05-12,2023-11-26,Closed,"XYZ, LMN, TUV",Scope Clarification,Safety Impact
C10888,M2,3,2023-04-14,2023-05-04,2023-05-09,2023-05-26,Closed,NOP,Late Engineering Input,Documentary Only
C10889,M1,3,2023-09-26,2023-10-01,2024-03-07,2023-11-25,Closed,CDE,Material Availability Issue,Design Impact
C10890,M3,3,2024-07-02,2024-07-16,2024-08-27,2024-08-31,Closed,WXY,Vendor Deviation,Schedule Impact
C10891,M1,3,2023-11-29,2023-12-13,2024-01-04,2024-01-28,Closed,"KLM, XYB, FGH, BSG",Late Engineering Input,Construction Rework Required
C10892,M3,3,2024-08-08,2024-08-16,2025-04-08,2024-10-07,Closed,ABB,Vendor Deviation,Schedule Impact
C10893,M1,3,2023-07-04,2023-07-20,2023-12-29,2023-09-02,Closed,CDE,Site Condition Variation,Schedule Impact
C10894,M2,3,2023-05-18,2023-05-21,2023-05-22,2023-06-29,Closed,"WXY, NOP, ABD, STU",Calculation Revision,Drawing Update Only
C10895,M1,3,2023-02-10,2023-02-12,2023-02-16,2023-03-24,Closed,XYA,Calculation Revision,Documentary Only
C10896,M2,3,2023-07-30,2023-08-20,2023-08-29,2023-09-10,Closed,GHP,Vendor Deviation,Documentary Only
C10897,M3,1,2024-07-06,2024-07-08,2025-08-05,2025-09-29,Closed,"ABC, WXY",Interface Misalignment,Safety Impact
C10898,M3,3,2024-01-27,2024-01-31,2024-02-03,2024-03-09,Closed,XYB,Constructability Improvement,Procedure Update Only
C10899,M3,2,2024-07-30,2024-08-26,2025-02-15,2025-01-26,Closed,"STU, CDE",Client Requirement Change,Design Impact
C10900,M4,2,2025-01-19,2025-01-22,2025-07-25,2025-07-18,Closed,"QRS, DEH",Regulatory Compliance Update,Cost Impact
C10901,M2,2,2023-05-26,2023-06-14,2023-11-04,2023-11-22,Closed,"TUV, DEH",Clash Detection Resolution,Material Change Required
C10902,M4,3,2025-02-12,2025-02-13,2025-02-14,2025-03-26,Closed,ABC,Drawing Update,Documentary Only
C10903,M2,3,2023-07-20,2023-08-08,2023-10-10,2023-09-18,Closed,YZA,Client Requirement Change,Cost Impact
C10904,M2,3,2023-06-15,2023-06-17,2023-08-09,2023-08-14,Closed,"STU, VWX, XYB",Design Optimization,Material Change Required
C10905,M1,3,2023-01-28,2023-02-25,2023-04-11,2023-03-29,Closed,"DEF, LMO",Value Engineering Proposal,Equipment Replacement Required
C10906,M4,3,2025-05-18,2025-06-11,2025-09-05,2025-06-29,Closed,CDE,Drawing Update,Documentary Only
C10907,M2,3,2023-09-09,2023-10-02,2023-10-14,2023-10-21,Closed,"XYB, STU",Design Optimization,Specification Clarification
C10908,M2,3,2023-03-22,2023-03-25,2023-03-29,2023-05-03,Closed,DEH,Design Optimization,Documentary Only
C10909,M4,3,2025-04-03,2025-04-14,2025-05-21,2025-06-02,Closed,XYA,Drawing Update,Equipment Replacement Required
C10910,M3,3,2024-12-06,2024-12-28,2025-02-13,2025-02-04,Closed,"ZAB, NOP, QRS, KLM",Client Requirement Change,Schedule Impact
C10911,M3,2,2024-04-11,2024-05-06,2024-10-19,2024-10-08,Closed,ABD,Client Requirement Change,Cost Impact
C10912,M4,3,2025-04-12,2025-04-25,2025-09-05,2025-06-11,Closed,"BSG, DEF",Site Condition Variation,Material Change Required
C10913,M3,3,2024-07-10,2024-08-03,2024-12-29,2024-08-21,Closed,"DEG, CDE, QRS",Clash Detection Resolution,Documentary Only
C10914,M3,3,2024-08-17,2024-08-30,2024-09-06,2024-09-28,Closed,"ABD, WXY",Design Optimization,Documentary Only
C10915,M2,3,2023-02-03,2023-02-10,2023-03-11,2023-03-17,Closed,DEF,Late Engineering Input,Documentary Only
C10916,M3,3,2024-12-08,2024-12-09,2024-12-10,2025-01-19,Closed,"PQR, ABC, WXY",Late Engineering Input,Documentary Only
C10917,M2,3,2023-07-28,2023-08-01,2023-08-02,2023-09-08,Closed,PQR,Regulatory Compliance Update,Documentary Only
C10918,M2,3,2023-05-12,2023-05-31,2023-09-24,2023-06-23,Closed,LMN,Constructability Improvement,Documentary Only
C10919,M2,1,2023-11-27,2023-12-02,2025-02-20,2025-02-19,Closed,"STU, DEG, ZAB, FGH",Risk Mitigation Measure,Material Change Required
C10920,M3,3,2024-08-08,2024-09-07,2024-10-30,2024-10-07,Closed,ZAB,Vendor Deviation,Cost Impact
C10921,M1,3,2023-07-02,2023-07-10,2023-07-12,2023-08-13,Closed,"ABD, VWX, XYZ",Late Engineering Input,Specification Clarification
C10922,M4,3,2025-12-11,2025-12-12,2025-12-13,2026-01-22,Closed,"PQR, ABB",Constructability Improvement,Documentary Only
C10923,M4,3,2025-09-18,2025-10-06,2025-10-14,2025-10-30,Closed,"YZA, XYA/Z, QRS",Late Engineering Input,Documentary Only
C10924,M2,3,2023-10-03,2023-10-19,2023-10-20,2023-11-14,Closed,"XYB, LMO",Interface Misalignment,Documentary Only
C10925,M3,3,2024-06-11,2024-06-20,2024-06-28,2024-07-23,Closed,"QRS, XYB",Interface Misalignment,Documentary Only
C10926,M1,3,2023-02-05,2023-02-07,2023-02-11,2023-03-19,Closed,"ZAB, YZA, VWX",Material Availability Issue,Documentary Only
C10927,M1,2,2023-04-27,2023-05-27,2023-07-20,2023-08-30,Closed,"ABD, DEH",Procurement Specification Change,Calculation Revision Only
C10928,M2,3,2023-05-21,2023-06-11,2023-07-02,2023-07-02,Closed,"XYB, LMN, ABC",Clash Detection Resolution,Documentary Only
C10929,M3,3,2024-03-09,2024-03-14,2024-03-23,2024-04-20,Closed,"TUV, LMO",Vendor Deviation,Documentary Only
C10930,M3,3,2024-05-30,2024-06-07,2024-07-16,2024-07-11,Closed,WXY,Vendor Deviation,Calculation Revision Only
C10931,M4,2,2025-04-27,2025-05-19,,2025-08-30,Validated,"DEG, XYA, GHP",Client Requirement Change,Documentary Only
C10932,M2,3,2023-08-22,2023-08-25,2023-08-27,2023-10-03,Closed,KLM,Material Availability Issue,Documentary Only
C10933,M3,3,2024-12-28,2025-01-01,2025-01-02,2025-02-08,Closed,ABD,Quality Non-Conformance,Documentary Only
C10934,M4,3,2025-03-08,2025-03-29,2025-04-02,2025-05-07,Closed,PQR,Regulatory Compliance Update,Safety Impact
C10935,M3,3,2024-07-20,2024-07-25,2024-09-28,2024-09-18,Closed,"XYB, PQR, TUV",Design Optimization,Cost Impact
C10936,M3,3,2024-09-18,2024-09-22,2025-05-03,2024-10-30,Closed,"XYZ, ZAB",Scope Clarification,Calculation Revision Only
C10937,M3,3,2024-10-15,2024-10-28,2024-10-30,2024-11-26,Closed,"DEH, ABC, FGH",Drawing Update,Documentary Only
C10938,M2,2,2023-12-04,2023-12-06,2024-11-29,2024-06-01,Closed,ABB,Late Engineering Input,Cost Impact
C10939,M2,3,2023-11-02,2023-11-05,2023-11-18,2023-12-14,Closed,"QRS, IJK, NOP",Safety Enhancement,Documentary Only
C10940,M1,3,2023-11-11,2023-11-13,2023-11-17,2023-12-23,Closed,KLM,Scope Clarification,Documentary Only
C10941,M2,3,2023-02-03,2023-02-08,2023-06-10,2023-03-17,Closed,"CDE, WXY, PQR",Regulatory Compliance Update,Documentary Only
C10942,M3,3,2024-09-14,2024-09-18,2024-09-20,2024-10-26,Closed,"GHP, FGH, YZA, KLM",Design Optimization,Drawing Update Only
C10943,M3,3,2024-01-26,2024-01-29,2024-07-26,2024-03-08,Closed,"DEG, BSG, STU",Calculation Revision,Documentary Only
C10944,M2,3,2023-01-01,2023-01-20,2023-01-26,2023-02-12,Closed,"VWX, WXY, YZA, LMO",Material Availability Issue,Drawing Update Only
C10945,M2,3,2023-02-15,2023-02-24,2023-03-04,2023-03-29,Closed,"YZA, DEG",Late Engineering Input,Documentary Only
C10946,M2,2,2023-04-28,2023-05-10,2023-09-23,2023-10-25,Closed,PQR,Vendor Deviation,Material Change Required
C10947,M2,3,2023-07-13,2023-07-14,2023-07-16,2023-08-24,Closed,YZA,Client Requirement Change,Specification Clarification
C10948,M1,3,2023-05-27,2023-05-29,2023-12-08,2023-07-08,Closed,XYZ,Vendor Deviation,Documentary Only
C10949,M3,3,2024-08-27,2024-08-28,2024-08-29,2024-10-08,Closed,XYA,Interface Misalignment,Documentary Only
C10950,M3,3,2024-11-29,2024-12-23,2025-05-09,2025-01-10,Closed,XYZ,Drawing Update,Calculation Revision Only
C10951,M2,3,2023-05-03,2023-05-13,2023-05-29,2023-06-14,Closed,"QRS, VWX",Drawing Update,Documentary Only
C10952,M1,3,2023-05-03,2023-05-12,2023-05-21,2023-06-14,Closed,"VWX, IJK",Client Requirement Change,Documentary Only
C10953,M2,3,2023-06-16,2023-06-23,2023-07-25,2023-07-28,Closed,"TUV, ABC",Constructability Improvement,Procedure Update Only
C10954,M2,3,2023-12-20,2023-12-29,2023-12-30,2024-01-31,Closed,XYB,Drawing Update,Documentary Only
C10955,M3,3,2024-03-24,2024-04-19,2024-11-23,2024-05-05,Closed,ABB,Safety Enhancement,Specification Clarification
C10956,M2,3,2023-02-06,2023-02-27,2023-06-25,2023-04-07,Closed,"BSG, CDE",Client Requirement Change,Equipment Replacement Required
C10957,M2,3,2023-03-19,2023-03-22,2023-04-21,2023-04-30,Closed,DEF,Vendor Deviation,Documentary Only
C10958,M3,2,2024-06-12,2024-06-29,2024-10-30,2024-12-09,Closed,"PQR, DEG, LMO",Design Optimization,Design Impact
C10959,M1,3,2023-10-26,2023-11-10,2024-07-12,2023-12-25,Closed,"XYZ, DEG, IJK",Late Engineering Input,Design Impact
C10960,M4,3,2025-01-27,2025-02-16,2025-03-03,2025-03-10,Closed,"LMO, ABD/C, YZA",Constructability Improvement,Documentary Only
C10961,M1,3,2023-07-09,2023-07-11,2023-07-14,2023-08-20,Closed,"WXY, XYB",Safety Enhancement,Documentary Only
C10962,M3,3,2024-07-16,2024-07-29,2024-09-22,2024-09-14,Closed,"ZAB, XYZ, BSG",Late Engineering Input,Design Impact
C10963,M3,3,2024-04-01,2024-04-02,2024-04-04,2024-05-13,Closed,"PQR, XYA, ZAB",Vendor Deviation,Documentary Only
C10964,M2,3,2023-08-07,2023-08-08,2023-09-07,2023-09-18,Closed,VWX,Calculation Revision,Calculation Revision Only
C10965,M3,3,2024-09-10,2024-09-12,2024-11-22,2024-11-09,Closed,TUV,Constructability Improvement,Safety Impact
C10966,M1,3,2023-05-11,2023-05-31,2023-06-01,2023-06-22,Closed,"XYB, LMO, ABD",Scope Clarification,Documentary Only
C10967,M2,3,2023-11-25,2023-12-25,2024-04-24,2024-01-06,Closed,LMN,Value Engineering Proposal,Documentary Only
C10968,M3,3,2024-09-21,2024-09-27,2024-11-21,2024-11-20,Closed,"LMO, ZAB",Clash Detection Resolution,Schedule Impact
C10969,M1,3,2023-12-25,2024-01-14,2024-01-22,2024-02-05,Closed,"WXY, XYZ",Late Engineering Input,Documentary Only
C10970,M3,3,2024-08-10,2024-09-05,2025-02-19,2024-09-21,Closed,XYZ,Risk Mitigation Measure,Documentary Only
C10971,M1,3,2023-02-25,2023-03-09,2023-03-28,2023-04-08,Closed,DEH,Interface Misalignment,Documentary Only
C10972,M4,2,2025-05-22,2025-06-17,2025-10-17,2025-11-18,Closed,"PQR, DEF",Design Optimization,Schedule Impact
C10973,M3,3,2024-10-27,2024-11-13,2024-12-09,2024-12-08,Closed,NOP,Design Optimization,Documentary Only
C10974,M4,2,2025-07-05,2025-08-03,2026-01-26,2026-01-01,Closed,IJK,Procurement Specification Change,Equipment Replacement Required
C10975,M3,3,2024-10-18,2024-10-24,2024-12-30,2024-12-17,Closed,GHP,Design Optimization,Equipment Replacement Required
C10976,M3,3,2024-07-23,2024-07-24,2024-10-09,2024-09-21,Closed,"DEH, GHP, XYB",Site Condition Variation,Schedule Impact
C10977,M3,3,2024-02-21,2024-02-23,2024-03-04,2024-04-21,Closed,FGH,Interface Misalignment,Design Impact
C10978,M3,3,2024-06-10,2024-06-16,2024-07-13,2024-07-22,Closed,"TUV, XYB",Material Availability Issue,Calculation Revision Only
C10979,M1,3,2023-09-04,2023-09-16,2023-09-19,2023-10-16,Closed,"STU, IJK",Interface Misalignment,Documentary Only
C10980,M2,3,2023-09-10,2023-09-16,2023-09-20,2023-10-22,Closed,DEF,Site Condition Variation,Calculation Revision Only
C10981,M1,3,2023-04-25,2023-05-16,2023-11-09,2023-06-06,Closed,XYZ,Value Engineering Proposal,Procedure Update Only
C10982,M3,2,2024-08-16,2024-09-11,2024-11-26,2024-12-19,Closed,"QRS, DEG",Material Availability Issue,Documentary Only
C10983,M2,3,2023-12-07,2024-01-03,2024-07-13,2024-01-18,Closed,XYZ,Drawing Update,Documentary Only
C10984,M1,3,2023-09-11,2023-09-12,2023-09-16,2023-10-23,Closed,"VWX, CDE",Vendor Deviation,Documentary Only
C10985,M2,2,2023-08-26,2023-08-28,2024-07-06,2024-02-22,Closed,"CDE, YZA",Drawing Update,Cost Impact
C10986,M4,3,2025-03-14,2025-03-15,2025-03-16,2025-04-25,Closed,DEF/H,Site Condition Variation,Documentary Only
C10987,M2,3,2023-03-29,2023-04-01,2023-04-03,2023-05-10,Closed,"LMO, KLM, FGH",Scope Clarification,Documentary Only
C10988,M3,3,2024-09-24,2024-10-19,2024-10-29,2024-11-05,Closed,"ZAB, DEG",Regulatory Compliance Update,Documentary Only
C10989,M4,3,2025-01-03,2025-01-14,2025-02-15,2025-02-14,Closed,"YZA, DEF",Scope Clarification,Documentary Only
C10990,M1,3,2023-04-27,2023-04-29,2023-04-30,2023-06-26,Closed,"KLM, WXY",Client Requirement Change,Schedule Impact
C10991,M4,3,2025-04-09,2025-04-20,2025-05-19,2025-06-08,Closed,"DEF, TUV, XYA",Scope Clarification,Material Change Required
C10992,M2,3,2023-04-21,2023-05-11,2023-06-24,2023-06-20,Closed,LMO,Design Optimization,Equipment Replacement Required
C10993,M2,2,2023-04-17,2023-05-02,2023-11-02,2023-08-20,Closed,BSG,Quality Non-Conformance,Documentary Only
C10994,M3,3,2024-11-20,2024-11-26,2025-02-11,2025-01-19,Closed,QRS,Material Availability Issue,Safety Impact
C10995,M1,3,2023-12-29,2023-12-31,2024-01-02,2024-02-09,Closed,LMO,Design Optimization,Drawing Update Only
C10996,M3,2,2024-04-05,2024-04-27,2025-01-02,2024-10-02,Closed,"BSG, CDE",Material Availability Issue,Equipment Replacement Required
C10997,M2,2,2023-11-09,2023-11-16,2024-05-07,2024-05-07,Closed,LMO,Constructability Improvement,Construction Rework Required
C10998,M3,3,2024-02-15,2024-02-24,2024-08-29,2024-03-28,Closed,"ABB, XYB, YZA",Client Requirement Change,Documentary Only
C10999,M2,3,2023-04-16,2023-05-14,2023-06-03,2023-06-15,Closed,"NOP, LMO",Constructability Improvement,Equipment Replacement Required
C11000,M3,3,2024-12-02,2024-12-04,2024-12-07,2025-01-31,Closed,"ABC, IJK",Calculation Revision,Cost Impact
C11001,M1,3,2023-02-19,2023-02-28,2023-03-30,2023-04-02,Closed,STU,Scope Clarification,Documentary Only
C11002,M3,3,2024-11-30,2024-12-04,2025-01-01,2025-01-11,Closed,"TUV, PQR",Material Availability Issue,Documentary Only
C11003,M3,3,2024-10-30,2024-11-10,2024-12-10,2024-12-11,Closed,"XYA, QRS, CDE",Vendor Deviation,Drawing Update Only
C11004,M4,3,2025-12-14,2025-12-20,,2026-02-12,Validated,"QRS, DEG",Material Availability Issue,Material Change Required
C11005,M1,3,2023-11-21,2023-11-22,2023-11-25,2024-01-02,Closed,"PQR, ZAB",Client Requirement Change,Documentary Only
C11006,M2,3,2023-10-22,2023-11-06,2023-12-02,2023-12-03,Closed,"XYA, GHP",Clash Detection Resolution,Documentary Only
C11007,M2,3,2023-12-07,2024-01-04,2024-08-31,2024-02-05,Closed,"ABB, YZA",Regulatory Compliance Update,Schedule Impact
C11008,M4,3,2025-04-28,2025-05-15,2025-06-01,2025-06-09,Closed,ZAB,Client Requirement Change,Documentary Only
C11009,M2,3,2023-06-19,2023-06-20,2023-06-26,2023-07-31,Closed,"ABC, WXY, IJK",Site Condition Variation,Specification Clarification
C11010,M4,3,2025-10-05,2025-10-26,2025-11-01,2025-11-16,Closed,GHP,Clash Detection Resolution,Documentary Only
C11011,M4,2,2025-03-02,2025-03-09,2025-08-10,2025-08-29,Closed,DEH,Late Engineering Input,Schedule Impact
C11012,M1,3,2023-02-15,2023-03-02,2023-04-23,2023-04-16,Closed,"WXY, NOP",Vendor Deviation,Material Change Required
C11013,M1,1,2023-03-08,2023-03-20,2024-04-11,2024-05-31,Closed,ABC,Procurement Specification Change,Material Change Required
C11014,M2,3,2023-10-24,2023-10-27,2023-11-13,2023-12-05,Closed,"DEF, PQR, XYB, YZA",Procurement Specification Change,Documentary Only
C11015,M4,3,2025-11-14,2025-11-18,2025-11-19,2025-12-26,Closed,FGH,Drawing Update,Procedure Update Only
C11016,M2,3,2023-01-05,2023-01-07,2023-09-05,2023-02-16,Closed,ABB,Safety Enhancement,Documentary Only
C11017,M3,3,2024-05-18,2024-06-12,2024-11-09,2024-07-17,Closed,"LMN, PQR",Design Optimization,Cost Impact
C11018,M3,3,2024-02-11,2024-02-14,2024-02-18,2024-03-24,Closed,ABC,Drawing Update,Specification Clarification
C11019,M3,3,2024-06-24,2024-06-29,2024-07-03,2024-08-05,Closed,IJK,Material Availability Issue,Calculation Revision Only
C11020,M4,3,2025-08-25,2025-09-07,2025-09-15,2025-10-06,Closed,"YZA, FGH",Scope Clarification,Documentary Only
C11021,M2,3,2023-07-05,2023-07-10,2023-09-29,2023-09-03,Closed,"XYB/Z, IJK",Calculation Revision,Schedule Impact
C11022,M2,3,2023-10-29,2023-11-08,2023-11-20,2023-12-10,Closed,WXY,Vendor Deviation,Drawing Update Only
C11023,M2,3,2023-02-12,2023-02-13,2023-07-22,2023-03-26,Closed,DEG,Material Availability Issue,Procedure Update Only
C11024,M2,3,2023-08-10,2023-08-11,2023-08-12,2023-09-21,Closed,KLM,Safety Enhancement,Documentary Only
C11025,M2,3,2023-05-04,2023-05-30,2023-09-07,2023-06-15,Closed,LMN,Constructability Improvement,Calculation Revision Only
C11026,M3,3,2024-06-01,2024-06-02,2024-06-04,2024-07-13,Closed,FGH,Constructability Improvement,Documentary Only
C11027,M2,3,2023-06-09,2023-06-10,2023-06-27,2023-07-21,Closed,XYA,Late Engineering Input,Documentary Only
C11028,M4,3,2025-08-03,2025-08-04,2025-08-04,2025-09-14,Closed,DEF,Value Engineering Proposal,Documentary Only
C11029,M4,3,2025-04-23,2025-04-24,2025-04-25,2025-06-04,Closed,IJK,Risk Mitigation Measure,Documentary Only
C11030,M2,3,2023-04-15,2023-04-21,2023-11-19,2023-06-14,Closed,DEG,Calculation Revision,Installation Modification Required
C11031,M1,3,2023-10-06,2023-10-07,2023-10-11,2023-11-17,Closed,TUV,Late Engineering Input,Drawing Update Only
C11032,M3,3,2024-11-21,2024-11-25,2024-11-27,2025-01-02,Closed,"FGH, GHP, QRS, XYZ",Calculation Revision,Calculation Revision Only
C11033,M3,3,2024-02-27,2024-02-28,2024-02-29,2024-04-09,Closed,YZA,Regulatory Compliance Update,Documentary Only
C11034,M3,3,2024-08-09,2024-08-29,2024-12-04,2024-09-20,Closed,CDE,Interface Misalignment,Calculation Revision Only
C11035,M4,3,2025-01-28,2025-02-16,2025-06-12,2025-03-11,Closed,"LMN, FGH, IJK",Safety Enhancement,Documentary Only
C11036,M3,3,2024-01-31,2024-02-01,2024-02-02,2024-03-31,Closed,PQR,Drawing Update,Equipment Replacement Required
C11037,M4,3,2025-12-03,2025-12-18,2026-01-07,2026-01-14,Closed,"QRS, WXY",Drawing Update,Documentary Only
C11038,M2,3,2023-11-08,2023-11-13,2023-11-14,2023-12-20,Closed,"FGH, ZAB",Risk Mitigation Measure,Documentary Only
C11039,M4,3,2025-05-26,2025-05-31,2025-06-01,2025-07-07,Closed,FGH,Constructability Improvement,Documentary Only
C11040,M3,2,2024-07-17,2024-08-01,2024-10-01,2024-11-19,Closed,ZAB,Client Requirement Change,Documentary Only
C11041,M3,3,2024-05-18,2024-05-19,2024-05-25,2024-06-29,Closed,TUV,Calculation Revision,Procedure Update Only
C11042,M4,3,2025-03-18,2025-04-04,2025-04-05,2025-04-29,Closed,GHP,Site Condition Variation,Documentary Only
C11043,M3,3,2024-04-22,2024-04-27,2024-04-28,2024-06-03,Closed,"ABC, KLM, ZAB",Procurement Specification Change,Documentary Only
C11044,M2,3,2023-06-09,2023-06-14,2023-06-17,2023-07-21,Closed,"XYA, LMO",Design Optimization,Documentary Only
C11045,M1,3,2023-10-04,2023-10-06,2023-10-07,2023-11-15,Closed,"KLM, GHP",Scope Clarification,Documentary Only
C11046,M4,2,2025-06-28,2025-07-15,2025-12-30,2025-12-25,Closed,TUV,Client Requirement Change,Cost Impact
C11047,M1,3,2023-07-20,2023-08-04,2023-08-18,2023-08-31,Closed,"NOP, ZAB",Drawing Update,Specification Clarification
C11048,M3,3,2024-05-09,2024-05-10,2024-05-13,2024-06-20,Closed,"KLM, BSG",Late Engineering Input,Documentary Only
C11049,M2,3,2023-01-19,2023-01-22,2023-02-26,2023-03-02,Closed,QRS,Regulatory Compliance Update,Documentary Only
C11050,M3,2,2024-06-15,2024-07-12,2024-10-29,2024-12-12,Closed,PQR,Material Availability Issue,Cost Impact
C11051,M2,3,2023-06-20,2023-06-22,2023-06-25,2023-08-01,Closed,"QRS, YZA",Clash Detection Resolution,Documentary Only
C11052,M3,3,2024-04-20,2024-04-23,2024-09-29,2024-06-01,Closed,"CDE, IJK, GHP, XYB",Interface Misalignment,Documentary Only
